id,title,description,availability,condition,price,link,image_link,brand,additional_image_link,age_group
5ee9bb229d8e8e303e704c38,"Buy 1 Get 1 HiLo School Chocolate Candy (10 sch)","<p><span style=""text-align: start;display: block"">HiLo School Chocolate Candy merupakan cemilan permen cokelat dengan rasa cokelat yang enak!Permen enak tinggal diemut, rendah gula, rendah kalori, dan tinggi kalsium!</span></p>","in stock",new,24000,https://nutrimartjakarta.orderonline.id/buy-1-get-1-hilo-school-chocolate-candy-10-sch,https://cdn.orderonline.id/uploads/2062441600051135797.png,nutrimartjakarta,https://cdn.orderonline.id/uploads/2062441600051135797.png,adult
5ee34ee99d8e8e63bd3cbdd3,"HiLo Gold Plain (Original) 500gr","<p><strong>HiLo Gold Original</strong>&nbsp;merupakan Milk kalsium paling enak dan paling lengkap dengan Glucosamine serta diperkaya 74 mineral organik dari alga merah, untuk gerak Anda yang lebih gesit. Diformulasikan khusus untuk anda yang berusia diatas 50 tahun. Tidak hanya baik untuk kesehatan tulang yang dapat menunjang aktivitas anda, Glucosaminenya merupakan komponen baik yang menjaga kesehatan sendi anda dengan menyusun cairan pelumas didalamnya.</p><p>&nbsp; <strong>Mengapa HiLo Gold Original?</strong></p><p>- Merupakan Milk mineral alami yang diolah khusus dari Milk sapi di Skandinavia, Eropa Utara.&nbsp;</p><p>- Dilengkapi dengan 74 mineral organik dari alga merah sehingga mudah diserap tubuhProduk HiLo Halal dan aman, HiLo telah mendapatkan nomer registrasi dari BPOM dan sertifikasi halal dari MUI</p><p>- Semua varian Milk HiLo (School, Teen, Active, Gold) telah diformulasikan khusus untuk memenuhi kebutuhan nutrisi di masing-masing usia</p><p>- Memiliki rasa paling enak yang dapat dipilih sesuai kesukaan anda</p><p>&nbsp; <strong>Petunjuk Pemakaian :</strong>Konsumsi setiap hari untuk membantu menjaga kepadatan tulang dan kesehatan sendi Anda</p><p>&nbsp; <strong>Cara penyajian:</strong>Campurkan 4 sendok Milk HiLo dalam 200 ml air hangat atau air dingin&nbsp;</p>","in stock",new,92000,https://nutrimartjakarta.orderonline.id/hilo-gold-plain-original-500gr,https://cdn.orderonline.id/uploads/6773691597811013628.jpg,nutrimartjakarta,https://cdn.orderonline.id/uploads/6773691597811013628.jpg,adult
5ee32b7068e4c04ca848d380,"HiLo School Chocolate 500gr","<p><strong><span style=""text-align: start;display: block"">Mengapa HiLo School chocolate?</span></strong><span style=""text-align: start;display: block"">- Merupakan Milk mineral alami yang diolah khusus dari Milk sapi di Skandinavia, Eropa Utara.</span></p><p><span style=""text-align: start;display: block"">- Rendah lemak, buat Anda tumbuh tinggi keatas</span></p><p><span style=""text-align: start;display: block"">- Produk HiLo Halal dan aman,HiLo telah mendapatkan nomer registrasi dari BPOM dan sertifikasi halal dari MUI</span></p><p><span style=""text-align: start;display: block"">- Semua varian Milk HiLo (School, Teen, Active, Gold) telah diformulasikan khusus untuk memenuhi kebutuhan nutrisi di masing-masing usia</span></p><p><span style=""text-align: start;display: block"">- Memiliki rasa paling enak yang dapat dipilih sesuai kesukaan anda.</span></p>","in stock",new,82200,https://nutrimartjakarta.orderonline.id/hilo-school-chocolate-500gr,https://cdn.orderonline.id/uploads/1452271591945757475.jpg,nutrimartjakarta,https://cdn.orderonline.id/uploads/1452271591945757475.jpg,adult
5ee9765e8dcbdb7be074bfd5,"HiLo Thai Tea (10sch)","<p><strong>HiLo Thai Tea</strong>&nbsp;merupakan minuman serbuk rasa Thai Tea yang tinggi kalsium. Sangat cocok untuk dikonsumsi segala usia yang ingin merasakan nikmatnya rasa khas teh Thailand dengan segala kebaikan daun teh pilihan.</p><p></p><p><strong>Petunjuk Penyiapan :</strong></p><p>Untuk penyajian hangat :</p><p>Larutkan 1 (satu) sachet&nbsp;<strong>HiLo Thai Tea</strong>&nbsp;ke dalam&nbsp;<strong>150 mL air hangat</strong>. Aduk &amp; siap disajikan.</p><p>Untuk penyajian dingin :</p><p>Larutkan 1 (satu) sachet&nbsp;<strong>HiLo Thai Tea</strong>&nbsp;ke dalam&nbsp;<strong>100 mL air hangat</strong>. Aduk sampai rata &amp; tambahkan 5 kotak es batu.</p>","in stock",new,15200,https://nutrimartjakarta.orderonline.id/hilo-thai-tea-10sch,https://cdn.orderonline.id/uploads/9434391598346615875.jpg,nutrimartjakarta,https://cdn.orderonline.id/uploads/9434391598346615875.jpg,adult
5ee3302468e4c0531f49897f,"Hilo Active Chocolate 500gr","<p><strong><span style=""text-align: start;display: block"">Mengapa HiLo Chocolate?</span></strong><span style=""text-align: start;display: block"">- Merupakan Milk mineral alami yang diolah khusus dari Milk sapi di Skandinavia, Eropa Utara.&nbsp;</span></p><p><span style=""text-align: start;display: block"">- Dilengkapi dengan 74 mineral organik dari alga merah sehingga mudah diserap tubuh- Produk HiLo Halal dan aman, HiLo telah mendapatkan nomer registrasi dari BPOM dan sertifikasi halal dari MUI</span></p><p><span style=""text-align: start;display: block"">- Semua varian Milk HiLo (School, Teen, Active, Gold) telah diformulasikan khusus untuk memenuhi kebutuhan nutrisi di masing-masing usia- Memiliki rasa Coklat yang lezat</span></p>","in stock",new,66000,https://nutrimartjakarta.orderonline.id/hilo-active-chocolate-500gr,https://cdn.orderonline.id/uploads/8769821597497662564.jpg,nutrimartjakarta,https://cdn.orderonline.id/uploads/8769821597497662564.jpg,adult
5ee334b368e4c055a6695f2f,"Hilo Active Vanilla 500gr","<p><strong>Hilo Active Vanilla</strong>&nbsp;merupakan Milk kalsium paling enak dan paling lengkap dengan Glucosamine, Chondroitine, dan 74 mineral organik dari alga merah, untuk gerak lebih gesit. Diformulasikan khusus untuk anda yang berusia 19 - 50 tahun. Tidak hanya baik untuk kesehatan tulang yang dapat menunjang aktivitas anda, Glucosamine dan Chondroitin nya merupakan komponen baik yang menjaga kesehatan sendi anda dengan menyusun cairan pelumas didalamnya</p><p><strong>Mengapa HiLo Active Vanilla?</strong> - Merupakan Milk mineral alami yang diolah khusus dari Milk sapi di Skandinavia, Eropa Utara. - Dilengkapi dengan 74 mineral organik dari alga merah sehingga mudah diserap tubuh - Produk HiLo Halal dan aman, HiLo telah mendapatkan nomer registrasi dari BPOM dan sertifikasi halal dari MUI - Semua varian Milk HiLo (School, Teen, Active, Gold) telah diformulasikan khusus untuk memenuhi kebutuhan nutrisi di masing-masing usia - Dengan rasa Vanilla yang lezat</p><p><strong>Petunjuk Pemakaian :</strong> Gunakan setiap hari untuk membantu menjaga kepadatan tulang dan kesehatan sendi Anda</p><p><strong>Cara penyajian:</strong> Campurkan 4 sendok Milk Hilo dalam 200 ml air hangat atau air dingin</p>","in stock",new,95000,https://nutrimartjakarta.orderonline.id/HiloActiveVanilla500gr,https://cdn.orderonline.id/uploads/7347511599052455550.jpg,nutrimartjakarta,https://cdn.orderonline.id/uploads/7347511599052455550.jpg,adult
5ee3332e68e4c05bf82e7abb,"Hilo Gold Chocolate 500gr","<p>- Merupakan Milk mineral alami yang diolah khusus dari Milk sapi di Skandinavia, Eropa Utara.&nbsp;</p><p>- Dilengkapi dengan 74 mineral organik dari alga merah sehingga mudah diserap tubuhProduk HiLo Halal dan aman, HiLo telah mendapatkan nomer registrasi dari BPOM dan sertifikasi halal dari MUI</p><p>- Semua varian Milk HiLo (School, Teen, Active, Gold) telah diformulasikan khusus untuk memenuhi kebutuhan nutrisi di masing-masing usia- Memiliki rasa paling enak yang dapat dipilih sesuai kesukaan anda.</p>","in stock",new,90800,https://nutrimartjakarta.orderonline.id/hilo-gold-chocolate-500gr,https://cdn.orderonline.id/uploads/4117031597497862906.jpg,nutrimartjakarta,https://cdn.orderonline.id/uploads/4117031597497862906.jpg,adult
5ee3362368e4c059e1511fae,"Hilo School  Chocolate 250gr","<p><strong><span style=""text-align: start;display: block"">Mengapa HiLo School chocolate?</span></strong><span style=""text-align: start;display: block"">- Merupakan Milk mineral alami yang diolah khusus dari Milk sapi di Skandinavia, Eropa Utara.&nbsp;</span></p><p><span style=""text-align: start;display: block"">- Rendah lemak, buat Anda tumbuh tinggi keatas gak kesamping- Produk HiLo Halal dan aman,HiLo telah mendapatkan nomer registrasi dari BPOM dan sertifikasi halal dari MUI</span></p><p><span style=""text-align: start;display: block"">- Semua varian Milk HiLo (School, Teen, Active, Gold) telah diformulasikan khusus untuk memenuhi kebutuhan nutrisi di masing-masing usia- Memiliki rasa paling enak yang dapat dipilih sesuai kesukaan anda.</span></p>","in stock",new,40500,https://nutrimartjakarta.orderonline.id/hilo-school-chocolate-250gr,https://cdn.orderonline.id/uploads/7968351591948672368.jpg,nutrimartjakarta,https://cdn.orderonline.id/uploads/7968351591948672368.jpg,adult
5ee3378b8dcbdb74c520b80d,"Hilo School  Chocolate Gusset 350gr (10sch)","<p><strong><span style=""text-align: start;display: block"">Mengapa HiLo School chocolate?</span></strong><span style=""text-align: start;display: block"">- Merupakan Milk mineral alami yang diolah khusus dari Milk sapi di Skandinavia, Eropa Utara.&nbsp;</span></p><p><span style=""text-align: start;display: block"">- Rendah lemak, buat Anda tumbuh tinggi keatas gak kesamping</span></p><p><span style=""text-align: start;display: block"">- Produk HiLo Halal dan aman,HiLo telah mendapatkan nomer registrasi dari BPOM dan sertifikasi halal dari MUI</span></p><p><span style=""text-align: start;display: block"">- Semua varian Milk HiLo (School, Teen, Active, Gold) telah diformulasikan khusus untuk memenuhi kebutuhan nutrisi di masing-masing usia- Memiliki rasa paling enak yang dapat dipilih sesuai kesukaan anda.</span></p>","in stock",new,39900,https://nutrimartjakarta.orderonline.id/hilo-school-chocolate-gusset-350gr-10sch,https://cdn.orderonline.id/uploads/9069351591949002578.jpg,nutrimartjakarta,https://cdn.orderonline.id/uploads/9069351591949002578.jpg,adult
5ee33c8a9d8e8e5b4a1b0306,"Hilo School Chocolate 750gr","<p><strong><span style=""text-align: start;display: block"">Mengapa HiLo School chocolate?</span></strong><span style=""text-align: start;display: block"">- Merupakan Milk mineral alami yang diolah khusus dari Milk sapi di Skandinavia, Eropa Utara.</span></p><p><span style=""text-align: start;display: block"">- Rendah lemak, buat Anda tumbuh tinggi keatas</span></p><p><span style=""text-align: start;display: block"">- Produk HiLo Halal dan aman,HiLo telah mendapatkan nomer registrasi dari BPOM dan sertifikasi halal dari MUI</span></p><p><span style=""text-align: start;display: block"">- Semua varian Milk HiLo (School, Teen, Active, Gold) telah diformulasikan khusus untuk memenuhi kebutuhan nutrisi di masing-masing usia</span></p><p><span style=""text-align: start;display: block"">- Memiliki rasa paling enak yang dapat dipilih sesuai kesukaan anda.</span></p>","in stock",new,112500,https://nutrimartjakarta.orderonline.id/hilo-school-chocolate-750gr,https://cdn.orderonline.id/uploads/2654531591949989493.jpg,nutrimartjakarta,https://cdn.orderonline.id/uploads/2654531591949989493.jpg,adult
